Name,Genres,Type,Episodes,Aired,Members,Score
Dokkiri Doctor Special,"Comedy, Ecchi",Special,1,"Aug 10, 1999",407,0.0
Uhou Renka,Hentai,OVA,2,"Jun 29, 2012 to Nov 30, 2012",11807,6.64
Little Nemo Pilot (1984),Adventure,Special,1,1984,1137,6.06
Fashion no Hajimari,Comedy,ONA,1,Nov 2005,965,4.47
The Green Wind,Fantasy,Special,1,Oct 2004,839,4.92
Pokemon: Meloetta no Kirakira Recital,"Adventure, Comedy, Fantasy",Movie,1,"Jul 14, 2012",9425,6.43
Corpse Party: Missing Footage,Horror,OVA,1,"Aug 2, 2012",138217,5.97
Kamiusagi Rope,"Comedy, Slice of Life",Movie,14,Jun 2009 to Dec 2010,556,0.0
Kamiusagi Rope 2,"Comedy, Slice of Life",Movie,12,Nov 2010 to Dec 2011,416,0.0
"Kamiusagi Rope tsuka, Natsuyasumi Rasuichi tte Maji ssuka!?","Adventure, Comedy, Slice of Life",Movie,1,"May 12, 2012",435,0.0
Kamiusagi Rope Movie Episode 0,"Comedy, Slice of Life",ONA,1,"Mar 13, 2012",432,5.27
Kamiusagi Rope x au Collaboration,"Comedy, Slice of Life",ONA,6,"Mar 11, 2012 to Mar 7, 2016",407,0.0
Kamiusagi Rope x Panasonic Collaboration,"Comedy, Slice of Life",Movie,1,"Mar 19, 2012",423,0.0
Kamiusagi Rope 3 (ONA),"Comedy, Slice of Life",ONA,2,"Feb 12, 2012 to May 22, 2012",393,0.0
Nagareboshi Lens,Romance,OVA,1,"Mar 18, 2012",24223,6.59
Marimo no Hana: Saikyou Butouha Shougakusei Densetsu,Action,OVA,1,"Mar 18, 2012",4436,5.01
Detective Conan Bonus File: Fantasista Flower,"Comedy, Mystery, Sports",OVA,1,"Apr 14, 2012",9284,7.34
Detective Conan OVA 12: The Miracle of Excalibur,"Comedy, Mystery, Sports",OVA,1,"May 24, 2012",11029,7.01
Wild Adapter,"Action, Drama, Mystery",OVA,2,"Mar 26, 2014 to Sep 30, 2015",8018,6.18
To LOVE-Ru Darkness OVA,"Comedy, Romance, Sci-Fi, Ecchi",OVA,6,"Aug 17, 2012 to Apr 3, 2015",128985,7.54
Queen's Blade: Rebellion Specials,Ecchi,Special,6,"Jun 27, 2012 to Nov 28, 2012",9733,6.07
Souhaku Shisuferia,UNKNOWN,Music,1,"Dec 23, 2009",501,5.47
Accel World: Acchel World.,"Comedy, Sci-Fi",Special,8,"Jul 25, 2012 to Feb 27, 2013",41055,6.18
Arve Rezzle: Kikaijikake no Yousei-tachi,"Action, Drama, Mystery, Sci-Fi, Suspense",Movie,1,"Mar 2, 2013",26073,6.23
Star☆Jewel Gaiden: Natsumi Oblivion,"Girls Love, Hentai",OVA,1,"Mar 22, 2012",2641,4.97
Sacred Seven: Shirogane no Tsubasa Picture Drama,"Action, Comedy, Sci-Fi",Special,2,"Apr 20, 2012",2838,6.06
Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club,"Adventure, Comedy, Drama, Fantasy, Romance",OVA,3,"Dec 13, 1996 to Jun 21, 1997",10054,7.28
Houkago Midnighters,Fantasy,Movie,1,"Aug 25, 2012",1458,6.11
Saishuu Chikan Densha Next,Hentai,OVA,2,"Jul 27, 2012 to Oct 26, 2012",5804,6.61
Accel World EX,"Action, Romance, Sci-Fi",OVA,2,"Sep 13, 2012 to Jan 31, 2013",112187,7.1
Ashita no Eleven-tachi,Sports,Special,1,"Jan 7, 1979",544,5.44
Dennou Coil Recaps,"Adventure, Comedy, Drama, Mystery, Sci-Fi",Special,2,"Aug 25, 2007 to Nov 3, 2007",2524,6.15
Milky Gal: Cats Ai,Hentai,OVA,1,"Jun 21, 1985",726,4.4
Thermae Romae x LOFT Collaboration,Comedy,Special,4,2012,892,5.72
Thermae Romae x Asahi Shimbun Digital Collaboration,Comedy,Special,1,2012,916,5.85
Thermae Romae x Yoyogi Animation Gakuin Collaboration,Comedy,ONA,1,"Jul 9, 2012",2192,6.18
663114,"Award Winning, Fantasy",Movie,1,Sep 2011,3912,5.2
Thermae Romae: Kodai Romajin ga Uchuu e,Comedy,ONA,1,"Apr 20, 2012",1625,5.75
Goulart Knights: Evoked the Beginning White,"Action, Drama, Fantasy, Supernatural",OVA,1,"Sep 26, 2011",3115,5.86
"Akai Shouzou: Char, Soshite Frontal e","Action, Drama, Sci-Fi",Special,1,"Aug 13, 2010",2020,5.94
R²: Rise R to the Second Power,UNKNOWN,Music,1,"Mar 19, 2005",499,5.19
Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,"Comedy, Romance, Ecchi",OVA,1,"Sep 26, 2012",112915,7.03
Katayoku no Khronos Gear,"Action, Sci-Fi",OVA,1,Jul 2012,887,0.0
Mangirl!,"Comedy, Slice of Life",TV,13,"Jan 3, 2013 to Mar 28, 2013",32292,5.8
Ikusa Otome Valkyrie G,"Fantasy, Supernatural, Hentai",OVA,2,"Jul 20, 2012 to Aug 24, 2012",4831,6.35
Mashiro-iro Symphony: Airi ga Anata no Kanojo ni!?,Romance,Special,1,"Jan 25, 2012",11257,6.12
Kimagure Orange☆Road: Tanabata Special,UNKNOWN,OVA,1,"Nov 21, 1987",1917,6.59
Ginga Hyouryuu Vifam: Chicago Super Police 13,"Action, Comedy",Special,1,"Sep 25, 1985",515,5.6
Shinjuku Shin-chan: Yoiko no Koutsuu Anzen,UNKNOWN,ONA,1,"Aug 25, 2009",341,0.0
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,"Comedy, Ecchi",ONA,10,"Jul 14, 2012 to Sep 15, 2012",25583,6.18
Zetsuen no Tempest,"Action, Drama, Fantasy, Mystery",TV,24,"Oct 5, 2012 to Mar 29, 2013",581572,7.91
Blood-C: None-None Gekijou,Comedy,ONA,7,"Apr 8, 2012 to Oct 7, 2012",11324,6.05
Pokemon Best Wishes! Season 2,"Action, Adventure, Comedy, Fantasy",TV,24,"Jun 21, 2012 to Jan 10, 2013",66319,6.42
Kamen Rider Fourze x Crayon Shin-chan,"Action, Comedy",Special,4,"Apr 13, 2012 to Apr 29, 2012",1371,5.74
Blood-C: Special Edition,"Action, Horror, Supernatural",Special,2,"May 26, 2012 to May 30, 2012",18977,6.75
Pokemon Black and White 2: Introduction Movie,"Action, Fantasy",ONA,1,"May 16, 2012",17598,7.39
Otogi no Kuni no Birthday,UNKNOWN,Music,1,"Dec 1, 1988",393,4.94
Papa Love: Papa to Icha Ero Shitai Musume-tachi to Hitotsu Yane no Shita de,Hentai,OVA,2,"Jul 27, 2012 to Jan 25, 2013",13615,6.73
Starless: 21st Century Nymphomaniacs,Hentai,OVA,4,"Jul 20, 2012 to Apr 19, 2013",10343,6.51
Girls & Panzer,Action,TV,12,"Oct 9, 2012 to Mar 25, 2013",288483,7.52
"Hanayaka Nari, Waga Ichizoku: Kinetograph",Drama,OVA,2,"Dec 2, 2012 to Mar 14, 2013",15179,6.35
Upotte!! Miatte Waratte,"Comedy, Ecchi",OVA,1,"Oct 13, 2012",15524,6.47
Hanasaku Iroha Movie: Home Sweet Home,Drama,Movie,1,"Mar 9, 2013",87936,7.84
Oedo wa Nemurenai!,"Drama, Fantasy",OVA,1,"Jul 23, 1993",1229,5.32
Aitsu to Lullaby: Suiyobi no Cinderella,"Drama, Romance",Movie,1,"Aug 1, 1987",897,5.82
Tasogare Otome x Amnesia: Taima Otome,"Horror, Mystery, Romance, Supernatural",Special,1,"Nov 28, 2012",77735,7.49
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,"Comedy, Romance, Ecchi",TV,12,"Oct 5, 2012 to Dec 21, 2012",294501,6.44
Lovely Series,Hentai,OVA,2,"Jul 10, 1985 to Nov 1, 1985",788,4.6
Fruits Version,Hentai,OVA,2,"Nov 21, 1985 to 1986",900,5.0
Instant History,UNKNOWN,TV,312,"May 1, 1961 to Feb 25, 1962",893,5.97
Otogi Manga Calendar,UNKNOWN,TV,312,"Jun 25, 1962 to Jun 25, 1964",738,5.86
Tonari no Kaibutsu-kun,"Comedy, Romance",TV,13,"Oct 2, 2012 to Dec 25, 2012",1038229,7.48
Akuemon,"Fantasy, Romance",OVA,1,"Jul 16, 1993",1440,5.91
Salad Land,Fantasy,ONA,1,"Feb 9, 2012",431,5.21
Busou Shinki,"Action, Sci-Fi, Slice of Life",TV,12,"Oct 5, 2012 to Dec 21, 2012",36919,6.3
Lunn wa Kaze no Naka,"Drama, Romance",OVA,1,"Apr 13, 1985",1393,5.87
Ribbon no Kishi (1999),Adventure,Movie,1,"Dec 4, 1999",676,5.91
My Melody no Akazukin,Fantasy,Movie,1,"Jul 22, 1989",613,5.75
Persona 4 the Animation: The Factor of Hope,"Action, Adventure, Mystery, Supernatural",Movie,1,"Jun 9, 2012",18680,7.27
Chitose Get You!!,"Comedy, Romance",TV,26,"Jul 2, 2012 to Dec 24, 2012",20442,6.2
Vividred Operation,"Action, Sci-Fi, Ecchi",TV,12,"Jan 11, 2013 to Mar 29, 2013",65397,6.44
Suki tte Ii na yo.,"Drama, Romance",TV,13,"Oct 7, 2012 to Dec 30, 2012",632143,7.41
Nerawareta Gakuen,"Romance, Sci-Fi",Movie,1,"Oct 19, 2012",91808,6.9
Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou,Sci-Fi,Special,1,"Jun 3, 2012",6902,6.45
Tanken Driland,"Adventure, Fantasy",TV,37,"Jul 7, 2012 to Mar 30, 2013",6339,6.58
Btooom!,"Action, Sci-Fi",TV,12,"Oct 4, 2012 to Dec 20, 2012",833107,7.29
Ryo,"Action, Drama",Movie,1,"Mar 2, 2013",12772,5.83
Little Witch Academia,"Adventure, Comedy, Fantasy",Movie,1,"Mar 2, 2013",305068,7.8
Death Billiards,"Drama, Supernatural, Suspense",Movie,1,"Mar 2, 2013",232711,7.89
Yama no Susume,"Adventure, Comedy, Slice of Life",TV,12,"Jan 3, 2013 to Mar 21, 2013",81735,6.83
Vocaloid China Project Senden Animation,Fantasy,Music,5,"Jun 7, 2012 to Nov 14, 2012",2793,5.84
Tenshi na Konamaiki Specials,UNKNOWN,Special,13,"Aug 21, 2002 to Aug 21, 2003",1212,5.91
Arata naru Sekai: World's/Start/Load/End,Sci-Fi,OVA,1,"Oct 20, 2012",20283,6.25
Shoujo x Shoujo x Shoujo The Animation,Hentai,OVA,2,"Aug 31, 2012 to Nov 30, 2012",7616,6.82
Sore Ike! Anpanman: Yomigaere Bananajima,"Adventure, Comedy, Fantasy",Movie,1,"Jul 7, 2012",435,6.31
Chihayafuru 2,"Drama, Sports",TV,25,"Jan 12, 2013 to Jun 29, 2013",227348,8.38
Persona 3 the Movie 1: Spring of Birth,"Action, Fantasy, Supernatural",Movie,1,"Nov 23, 2013",113823,7.54
K,"Action, Fantasy, Mystery",TV,13,"Oct 5, 2012 to Dec 28, 2012",739917,7.43
Kaguya-hime: Taketori Monogatari,Hentai,OVA,1,"Sep 21, 1987",1213,4.49
Mahoutsukai Nara Miso wo Kue!,Fantasy,OVA,1,"Jun 15, 2012",6415,5.17
Minami-ke Tadaima,"Comedy, Slice of Life",TV,13,"Jan 6, 2013 to Mar 31, 2013",56321,7.65
Magi: The Labyrinth of Magic,"Action, Adventure, Fantasy",TV,25,"Oct 7, 2012 to Mar 31, 2013",1007126,8.02
Sasami-san@Ganbaranai,"Comedy, Romance, Supernatural",TV,12,"Jan 11, 2013 to Mar 29, 2013",80922,6.66
Neko Ramen: Ore no Shouyu Aji,"Comedy, Gourmet",ONA,13,2008,633,5.81
Medaka Box Abnormal,"Action, Comedy, Ecchi",TV,12,"Oct 11, 2012 to Dec 27, 2012",139085,7.4
Super Majingga 3,"Action, Sci-Fi",Movie,1,"Dec 18, 1982",543,4.65
Cinnamon no Parade,Fantasy,ONA,1,"Jun 21, 2012",669,5.73
Love 2 Quad,Hentai,OVA,3,"Aug 31, 2012 to Jun 30, 2017",12905,6.7
Koutetsu no Majo Annerose,"Action, Supernatural, Hentai",OVA,4,"Jul 27, 2012 to Nov 21, 2014",14920,6.76
Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,Comedy,TV,12,"Jul 31, 2012 to Nov 16, 2012",5699,5.22
Minami-ke Omatase,"Comedy, Slice of Life",OVA,1,"Oct 5, 2012",24731,7.39
Rinne no Lagrange Specials,Comedy,Special,6,"Mar 23, 2012 to Aug 24, 2012",5626,6.18
Stranger: Mukou Hadan Pilot,"Action, Adventure",Special,1,"Apr 11, 2009",11995,7.01
Chikyuu SOS Sore Ike Kororin,"Action, Comedy, Sci-Fi",TV,26,"Apr 8, 1992 to Mar 10, 1993",360,0.0
Recorder to Randoseru,"Comedy, Slice of Life",OVA,2,"Jul 17, 2012",13251,6.74
Starship Troopers: Invasion,"Action, Sci-Fi",Movie,1,"Jul 21, 2012",5804,6.64
Dangerous Jiisan Ja,Comedy,OVA,2,"Jul 27, 2012 to Nov 22, 2012",391,0.0
Hiiro no Kakera 2,"Fantasy, Romance",TV,13,"Sep 30, 2012 to Dec 23, 2012",52255,7.17
Tantei Opera Milky Holmes: Alternative,"Comedy, Mystery",Special,2,"Aug 18, 2012 to Dec 9, 2012",5858,6.48
Hayate no Gotoku! Can't Take My Eyes Off You,Comedy,TV,12,"Oct 4, 2012 to Dec 20, 2012",55121,7.03
Netorare Zuma,Hentai,OVA,1,"Apr 17, 2012",7621,6.28
Hump Bang,Hentai,OVA,2,"Aug 17, 2012 to Dec 21, 2012",5376,6.41
Kindan no Byoutou The Animation,Hentai,OVA,2,"Sep 28, 2012 to Dec 21, 2012",5322,6.46
Queen's Blade Rebellion vs. Hagure Yuusha no Aesthetica,"Action, Fantasy, Ecchi",Special,1,"Jun 27, 2012",14472,6.08
Aura: Maryuuin Kouga Saigo no Tatakai,"Drama, Romance",Movie,1,"Apr 13, 2013",103910,7.33
Rinne no Lagrange: Kamogawa Memoria,"Action, Comedy, Sci-Fi",Special,1,"Jul 1, 2012",3163,6.27
Onegai☆Teacher: Reminiscence Disc,"Comedy, Romance, Sci-Fi",OVA,1,"Mar 28, 2003",4967,6.63
Yurumates 3D Plus,"Comedy, Slice of Life",TV,13,"Jul 3, 2012 to Sep 25, 2012",5047,6.38
Kamisama Hajimemashita,"Comedy, Fantasy, Romance",TV,13,"Oct 2, 2012 to Dec 25, 2012",622866,8.1
JoJo no Kimyou na Bouken (TV),"Action, Adventure, Supernatural",TV,26,"Oct 6, 2012 to Apr 6, 2013",1572178,7.89
Detective Conan Movie 17: Private Eye in the Distant Sea,"Adventure, Comedy, Mystery",Movie,1,"Apr 20, 2013",37339,7.67
Chuunibyou demo Koi ga Shitai!,"Comedy, Romance",TV,12,"Oct 4, 2012 to Dec 20, 2012",1305194,7.71
Nara Shika Monogatari,Comedy,ONA,1,2004,521,5.18
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,"Comedy, Romance",TV,13,"Jan 6, 2013 to Mar 31, 2013",535640,6.93
Bishoujo Senshi Sailor Moon Crystal,"Fantasy, Romance",ONA,26,"Jul 5, 2014 to Jul 18, 2015",142838,7.1
Hori-san to Miyamura-kun,Romance,OVA,6,"Sep 26, 2012 to May 25, 2021",113163,7.39
Ixion Saga DT,"Action, Comedy, Fantasy",TV,25,"Oct 8, 2012 to Apr 1, 2013",111225,7.14
Roboteuwang Sseonsyakeu,"Action, Sci-Fi",Movie,1,"Jul 20, 1985",468,4.87
Kara no Kyoukai Movie: Mirai Fukuin,"Drama, Mystery, Supernatural",Movie,1,"Sep 28, 2013",111563,8.0
GJ-bu,"Comedy, Slice of Life",TV,12,"Jan 10, 2013 to Mar 28, 2013",171076,7.3
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,"Comedy, Romance",TV,13,"Apr 5, 2013 to Jun 28, 2013",1371749,8.01
Mouretsu Pirates: Abyss of Hyperspace,Sci-Fi,Movie,1,"Feb 22, 2014",13353,7.1
Taekwon Dongja Maruchi Arachi,Action,Movie,1,"Jul 27, 1977",405,0.0
D.C.III: Da Capo III,"Drama, Romance, Ecchi",TV,13,"Jan 5, 2013 to Mar 30, 2013",29832,6.5
Fate/kaleid liner Prisma☆Illya,"Action, Comedy, Fantasy",TV,10,"Jul 13, 2013 to Sep 14, 2013",267172,7.03
Maoyuu Maou Yuusha,"Adventure, Fantasy, Romance",TV,12,"Jan 5, 2013 to Mar 30, 2013",466953,7.24
The iDOLM@STER Shiny Festa,"Comedy, Drama",OVA,3,"Oct 25, 2012",18048,7.18
Dragon Ball Z Movie 14: Kami to Kami,"Action, Adventure, Fantasy",Movie,1,"Mar 30, 2013",210928,7.4
Tsukumo,Supernatural,Movie,1,"Jun 4, 2012",7626,6.61
Eureka Seven AO: Jungfrau no Hanabana-tachi,"Action, Adventure, Drama, Sci-Fi",OVA,1,"Sep 20, 2012",10664,6.25
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu OVA,"Comedy, Ecchi",OVA,1,"Jan 26, 2013",5790,6.3
"Dakara Boku wa, H ga Dekinai. Mie Sugi! Mizugi Contest","Comedy, Romance, Ecchi",OVA,1,"Mar 29, 2013",63977,6.64
Battle Spirits: Sword Eyes,"Adventure, Fantasy",TV,29,"Sep 9, 2012 to Mar 31, 2013",2609,6.52
RDG: Red Data Girl,"Drama, Fantasy, Romance",TV,12,"Apr 4, 2013 to Jun 20, 2013",109358,6.56
Pokemon: Utae Meloetta - Rinka no Mi wo Sagase!,"Adventure, Comedy, Fantasy",OVA,1,"Jul 3, 2012",5003,6.17
AKB0048: Next Stage,Sci-Fi,TV,13,"Jan 6, 2013 to Mar 31, 2013",35974,7.63
Onegai My Melody: Yuu & Ai,"Comedy, Fantasy",Movie,1,"Aug 11, 2012",1319,6.09
Yurumates 3D OVA,"Comedy, Slice of Life",OVA,1,"Aug 30, 2012",2030,6.06
Wonderful Rush,UNKNOWN,Music,1,"Sep 5, 2012",13729,7.3
Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako! 2,"Comedy, Fantasy, Supernatural",Special,8,"Jan 25, 2008 to Aug 29, 2008",7741,6.37
Boku wa Tomodachi ga Sukunai Next,"Comedy, Romance, Ecchi",TV,12,"Jan 11, 2013 to Mar 29, 2013",519016,7.29
Chousoku Henkei Gyrozetter,Action,TV,51,"Oct 2, 2012 to Sep 24, 2013",5434,6.44
Harem Time The Animation,Hentai,OVA,2,"Oct 26, 2012 to Jan 25, 2013",21997,7.11
Gogo no Kouchou: Junai Mellow yori,Hentai,OVA,1,"Sep 21, 2012",9405,6.74
JK to Ero Giin Sensei,Hentai,OVA,2,"Sep 28, 2012 to Apr 26, 2013",7199,6.49
Kyou no Asuka Show,"Comedy, Ecchi",ONA,20,"Aug 3, 2012 to Jan 5, 2013",46448,6.59
Shin Koihime†Musou: Otome Tairan OVA Omake,"Adventure, Comedy, Fantasy, Ecchi",Special,1,"Feb 2, 2011",1892,6.15
Yuki no Taiyou Pilot,Drama,Special,1,1972,3090,5.35
Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,"Horror, Mystery, Supernatural",OVA,4,"Jul 24, 2013",368084,6.44
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,"Drama, Supernatural",Movie,1,"Aug 31, 2013",286410,7.85
Haitai Nanafa,"Comedy, Supernatural",TV,13,"Oct 6, 2012 to Dec 29, 2012",10878,5.87
Litchi DE Hikari Club,"Comedy, Drama, Horror, Romance",TV,8,"Oct 2, 2012 to Nov 20, 2012",12184,5.16
Love Live! School Idol Project,Slice of Life,TV,13,"Jan 6, 2013 to Mar 31, 2013",436300,7.41
Initial D Fifth Stage,"Action, Drama",TV,14,"Nov 4, 2012 to May 10, 2013",138110,8.09
Aikatsu!,Slice of Life,TV,178,"Oct 8, 2012 to Mar 31, 2016",41641,7.46
Kaiketsu Zorori Da-Da-Da-Daibouken!,"Adventure, Comedy",Movie,1,"Dec 22, 2012",557,6.19
Robin-kun to 100 nin no Otomodachi Season 2,UNKNOWN,TV,13,"Jul 7, 2012 to Sep 29, 2012",263,0.0
Tabisuru Nuigurumi: Traveling Daru,Slice of Life,Movie,1,"Apr 4, 2012",4917,7.16
Amnesia,"Fantasy, Mystery, Romance",TV,12,"Jan 7, 2013 to Mar 25, 2013",289721,5.99
Koihime†Musou OVA Omake,"Adventure, Comedy, Fantasy, Ecchi",Special,1,"Apr 1, 2009",1964,6.02
Shin Koihime†Musou OVA Omake,"Adventure, Comedy, Fantasy, Ecchi",Special,1,"Jul 7, 2010",1903,6.07
Tropical Kiss,Hentai,OVA,3,"Oct 26, 2012 to Mar 28, 2014",26023,7.08
Cuticle Tantei Inaba,"Comedy, Fantasy, Mystery",TV,12,"Jan 4, 2013 to Mar 22, 2013",102106,7.25
Spy Penguin,UNKNOWN,OVA,5,"Sep 4, 2012 to Nov 4, 2012",297,0.0
Kami nomi zo Shiru Sekai: Tenri-hen,"Comedy, Romance, Supernatural",OVA,2,"Oct 18, 2012 to Dec 18, 2012",133697,7.68
Senran Kagura,"Action, Comedy, Ecchi",TV,12,"Jan 6, 2013 to Mar 24, 2013",132710,6.29
Teekyuu,"Comedy, Sports",TV,12,"Oct 7, 2012 to Dec 23, 2012",64927,6.55
Sakura Taisen: Kanadegumi,UNKNOWN,Music,1,"Sep 20, 2012",2948,5.54
Tanpen Animation Junpei Fujita,UNKNOWN,Special,3,"Aug 1, 2009",291,0.0
Aoi Sekai no Chuushin de,"Action, Adventure, Fantasy, Ecchi",Special,3,"Oct 20, 2012 to Apr 4, 2013",49893,5.69
Entotsuya Peroo,UNKNOWN,Movie,1,"Apr 13, 1930",610,5.23
Tsuki no Miya no Oujo-sama,UNKNOWN,Movie,1,"Oct 25, 1934",537,5.25
Yukiwatari,Fantasy,Movie,1,"Jul 16, 1994",515,6.08
Fantastic Children: Befort no Kodomo-tachi no Sonogo,Slice of Life,Special,1,"Sep 23, 2005",1998,6.87
Macross FB7: Ore no Uta wo Kike!,"Action, Romance, Sci-Fi",Movie,1,"Oct 20, 2012",5319,6.28
Hetalia: The Beautiful World,Comedy,ONA,20,"Jan 25, 2013 to Jun 21, 2013",70063,7.42
Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,Action,Movie,1,"Sep 14, 2013",132589,7.46
Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,Action,Movie,1,"May 2, 2015",110370,7.28
Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara,Action,Movie,1,"Jul 4, 2015",100035,7.22
Nazotoki-hime wa Meitantei♥,Mystery,OVA,6,"Aug 3, 2012 to Dec 27, 2013",640,0.0
.hack//Versus: The Thanatos Report,"Action, Sci-Fi",Special,1,"Jun 28, 2012",7303,6.27
Hentai Ouji to Warawanai Neko.,"Comedy, Romance, Supernatural",TV,12,"Apr 13, 2013 to Jun 29, 2013",440018,7.16
Kono Sekai no Katasumi ni,"Award Winning, Drama",Movie,1,"Nov 12, 2016",179010,8.22
Kirakira 5th Anniversary Live Anime: Kick Start Generation,UNKNOWN,OVA,1,"Mar 27, 2013",2340,6.31
Hyakujitsu no Bara: Jinginaki Nikukyuu-hen,"Boys Love, Erotica",Special,2,"May 29, 2009 to Oct 23, 2009",8139,6.63
Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!,Fantasy,Movie,1,"Oct 27, 2012",5242,7.3
Wooser no Sono Higurashi,"Comedy, Fantasy, Slice of Life",TV,12,"Oct 3, 2012 to Dec 19, 2012",11808,6.19
Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,"Action, Comedy, Fantasy",TV,10,"Jan 12, 2013 to Mar 16, 2013",567959,7.44
One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,"Action, Adventure, Fantasy",Special,1,"Aug 25, 2012",66718,8.12
"Dakara Boku wa, H ga Dekinai. Recap","Comedy, Romance, Supernatural, Ecchi",Special,1,"Aug 24, 2012",26330,6.46
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,"Action, Comedy, Sci-Fi",Movie,1,"Jul 6, 2013",229376,8.91
Meitantei Holmes: Aoi Ruby no Maki / Kaitei no Zaihou no Maki,"Adventure, Comedy, Mystery",Movie,1,"Mar 11, 1984",1666,6.58
Kyousou Giga (2012),"Action, Fantasy",ONA,5,"Aug 31, 2012 to Dec 22, 2012",27139,7.13
Hyakka Ryouran: Samurai Bride,"Action, Comedy, Ecchi",TV,12,"Apr 5, 2013 to Jun 21, 2013",97525,6.72
Kotoura-san,"Comedy, Drama, Romance",TV,12,"Jan 11, 2013 to Mar 29, 2013",328287,7.17
Kremlin,Comedy,ONA,5,"Sep 14, 2012 to Feb 22, 2013",1171,5.1
Kagaku na Yatsura,"Comedy, Romance, Sci-Fi, Ecchi",OVA,1,"Feb 20, 2013",26575,5.67
Sakura no Ondo,Drama,Movie,1,"Oct 29, 2011",2718,0.0
The Siamese: First Mission,Action,Movie,1,"Oct 6, 2001",575,0.0
Magical Suite Prism Nana,UNKNOWN,OVA,7,"Nov 29, 2015 to ?",9242,5.74
Oyakodon: Oppai Tokumori Bonyuu Tsuyudaku de,Hentai,OVA,1,"Aug 10, 2012",9431,6.68
Arcana Famiglia: Capriccio - stile Arcana Famiglia,Romance,OVA,1,"Mar 27, 2013",22170,6.75
Gintama': Enchousen,"Action, Comedy, Sci-Fi",TV,13,"Oct 4, 2012 to Mar 28, 2013",309261,9.03
Antinotice,UNKNOWN,Music,1,"Aug 17, 2011",1391,5.72
Natsu-iro Kiseki: 15-kaime no Natsuyasumi,Slice of Life,OVA,1,"Aug 29, 2012",7445,6.76
"Kore wa Zombie desu ka? of the Dead: Hai, Minotake ni Attemasu","Action, Comedy, Supernatural, Ecchi",OVA,1,"Oct 20, 2012",103951,7.43
"Kono Danshi, Ningyo Hiroimashita.","Boys Love, Fantasy",OVA,1,"Nov 9, 2012",38201,7.29
High School DxD New,"Action, Comedy, Romance, Ecchi",TV,12,"Jul 7, 2013 to Sep 22, 2013",883376,7.48
Shinryaku! Ika Musume: Kore ga Umi e no Ai Jana-ika!,UNKNOWN,Music,1,"Jan 11, 2012",4538,6.47
Sakura,Fantasy,Movie,1,1946,1054,5.19
Hey Yo Yorang,"Adventure, Comedy, Fantasy",TV,26,"Jul 23, 2003 to Feb 11, 2004",491,0.0
Kuroko no Basket NG-shuu,"Comedy, Sports",Special,9,"Jul 27, 2012 to Mar 22, 2013",65283,7.66
Yu☆Gi☆Oh! Zexal Second,"Action, Fantasy",TV,73,"Oct 7, 2012 to Mar 23, 2014",38526,6.87
Shining Hearts: Shiawase no Pan Specials,Fantasy,Special,6,"Jul 27, 2012 to Dec 21, 2012",2489,5.96
Bokura no Hero,UNKNOWN,Music,1,"Jun 1, 2010",557,5.22
24H,UNKNOWN,Music,9,"Jul 28, 2010",913,4.64
Wamono,UNKNOWN,Music,1,"Jun 17, 2010",545,5.2
Yakimochi Caprice,Slice of Life,Special,2,"Dec 17, 2011 to Apr 9, 2012",1021,4.86
Yumekuri,Slice of Life,OVA,1,"Nov 28, 2012",7474,5.44
Tsugou no Yoi Sexfriend?,Hentai,OVA,4,"Nov 30, 2012 to Jan 30, 2015",22903,7.4
Unsweet: Netorare Ochita Onna-tachi,Hentai,OVA,1,"Oct 19, 2012",7594,6.45
Namanaka Hyaku Percent!: Katamusubi no Shinpa,Hentai,OVA,3,"Nov 23, 2012 to Jun 7, 2013",7042,6.71
Oshiri Kajiri Mushi (TV),Comedy,TV,20,"Oct 7, 2012 to Feb 24, 2013",1438,4.99
Cross Fight B-Daman eS,UNKNOWN,TV,52,"Oct 7, 2012 to Sep 29, 2013",3418,6.45
Maken-Ki! Two,"Action, Ecchi",TV,10,"Jan 16, 2014 to Mar 20, 2014",151244,6.14
